ID,BSW14,CDT8,CG1,CM10561,CM10562,CM10563,CM11764,CM12785,CM12786,CM15246,CM16483,CM16495,CM21,CM2748,CM2794,CM2822,CM2980,CM2988,CM2991,CM3542,CM3543,CM3642,CM3643,CM3644,CM3651,CM3652,CM3660,CM3661,CM3662,CM3663,CM3713,CM3792,CM3793,CM3795,CM3877,CM6523,CM6539,CM6540,CM6541,CM6565,CM674,CM675,CM860,CM861,CM862,CM933,CM952,CM966,CM967,EA2,G13,G23,G27,G34,G41,J10471,J11098,J11443,J13235,J13244,J15870,J15888,J16158,J16458,J16535,J16543,J17400,J17401,J17402,J17403,J17406,J17407,J17410,J20265,J3716,J3810,J5030,J7727,JM100,JM108,JM11445,JM134,JM1420,JM14415,JM14417,JM14447,JM14448,JM14452,JM145,JM146,JM149,JM15025,JM15026,JM151,JM152,JM153,JM154,JM15445,JM155,JM156,JM157,JM158,JM1596,JM1597,JM1598,JM1600,JM1601,JM163,JM165,JM166,JM167,JM168,JM170,JM18590,JM187,JM188,JM1912,JM1913,JM19746,JM19749,JM19750,JM19751,JM19756,JM19758,JM200,JM205,JM20761,JM210,JM21268,JM21269,JM21271,JM213,JM21357,JM21530,JM21536,JM2205,JM24,JM2935,JM37,JM3944,JM4432,JM47,JM86,JM88,JM89,JM91,JM92,JM93,JM95,JM96,JM97,JM99
"X CUR LM17 to LM19, nasal-maxillary suture (3) 1",12.29572144,13.86700897,13.314534,-5.221578598,-3.905534363,-4.488593674,-9.326950073,-7.486896515,4.788022995,7.942691803,2.643027878,-4.231309128,-2.864335632,6.501803589,4.528660202,-2.155701447,-3.342356491,-3.890756607,-2.430779266,-3.650385666,-10.35041428,-4.243047714,-1.006136036,-3.348138046,-8.876383209,-10.70137405,5.774529266,-3.734914398,-8.568656158,3.860486984,-3.204024506,,10.05444107,-4.270044327,-7.529446411,6.509671021,-9.810453796,-2.832477379,-10.49379272,-8.875653076,,,-3.120476341,-4.275933456,,,6.479943085,,,11.04696503,11.87811279,11.56031113,13.3213562,12.12988663,11.96083145,-7.982012939,5.300374985,-4.076528549,-4.795656204,4.135194778,3.761589813,3.513809204,12.52881851,-5.136031342,5.700723648,4.326668549,14.78097382,5.037549591,12.51128387,4.626007462,12.51360474,3.076373863,-3.974713516,5.499346161,13.61002045,14.17127533,11.23970795,12.32480774,-4.784907532,5.071586227,-4.507371521,4.456932831,4.558659363,4.251337433,4.946052933,13.97123871,15.04663849,14.67245941,-5.07016716,13.14558411,6.266387558,12.80607758,13.47615662,-5.011694717,-5.964420319,3.467658234,-7.004845428,13.57251129,6.252277756,4.851681137,4.673435211,3.796660233,4.235185242,8.244404602,-10.61775208,-4.688016891,13.6305481,-2.893659592,3.613153458,5.342021942,5.22976532,3.878170013,4.931533051,13.13761749,7.315060425,-7.722920227,4.782565689,-6.980918884,15.17549133,11.89911194,11.87864609,-3.073978615,12.49582443,13.79944763,3.936291122,3.984630203,10.50188446,5.577682114,13.16963501,13.36585846,13.19933014,4.38432312,13.91733093,11.5985199,11.99080048,12.85400085,-5.768087006,-9.129483032,-6.895782471,14.87622375,12.23732834,4.878870773,5.171663284,-5.548112106,-4.491242218,5.306188965,3.910663605,4.272131729,6.400096893,3.044434166,5.010458374,12.79349518
"Y CUR LM17 to LM19, nasal-maxillary suture (3) 1",-7.792499542,-7.02092514,-6.265815353,-6.442030334,-6.116545486,-6.299790192,-9.3034935,-11.07078476,-8.865376282,-12.11944275,-7.484376526,-5.824214935,-6.314305115,-8.008068848,-7.564498901,-8.110425568,-8.279599762,-7.406225586,-7.106626892,-7.271389008,-11.33405762,-7.788110352,-7.349674225,-6.709314728,-9.178057861,-9.337374878,-7.857928467,-7.174009705,-9.763551331,-7.285281372,-8.342089081,,-11.54990845,-3.619687271,-10.15413971,-8.183898163,-8.912775421,-7.41998291,-9.640925598,-9.093636322,,,-6.267900467,-7.116716766,,,-7.436314392,,,-6.241599274,-6.616130066,-6.497409058,-5.983047867,-6.697748566,-7.041696167,-6.597866821,-6.176508331,-8.68896637,-15.30465088,-4.713081741,-5.851238632,-5.684991455,-7.45597229,-4.275077438,-5.301849365,-6.003242493,-5.809082031,-5.689546967,-7.05357666,-5.327582169,-7.610939789,-15.77258911,-8.986515045,-6.196125031,-6.397507095,-6.587283325,-7.208973694,-7.707861328,-8.727242279,-5.993312836,-8.797735596,-5.792921066,-5.948734665,-5.735690308,-4.986220169,-7.083776855,-7.446772766,-7.30879364,-8.269682312,-7.346586609,-5.96268692,-4.70357933,-6.929481506,-8.182995605,-4.151348114,-5.689465714,-7.534836578,-6.183783722,-4.769417953,-6.181761169,-5.814030838,-5.89484024,-5.473941803,-11.78555832,-8.62069931,-9.97644577,-6.733873749,-17.95820313,-5.423299026,-5.298344803,-4.938572311,-6.121376801,-5.606137085,-7.650278473,-5.139611816,-8.103662109,-5.798902512,-8.426768494,-9.797164917,-7.304460144,-7.670096588,-12.38828201,-6.946520233,-6.171569443,-6.164721298,-5.046401978,-7.177390289,-6.080696869,-8.111443329,-6.703315735,-6.520072174,-5.077534485,-6.905302429,-7.894773865,-7.410089874,-6.387376404,-8.244952393,-7.10898819,-5.335458374,-7.118093109,-7.296247101,-5.735642624,-5.819591141,-15.71585083,-8.11061554,-5.319216537,-6.397572708,-6.436721039,-5.908863449,-5.323605347,-5.512573624,-7.660174561
"Z CUR LM17 to LM19, nasal-maxillary suture (3) 1",-22.42693176,-22.8476059,-23.43780212,-21.01510315,-21.12367859,-21.33678436,-10.59811859,-10.54191132,-14.31710815,-6.083216858,-13.46165466,-20.24402313,-20.0736557,-12.7465416,-12.8687851,-20.86237183,-19.6277298,-20.72009888,-21.91341248,-19.61419983,-11.25273285,-21.36884613,-19.24149475,-19.68891907,-11.10534515,-11.4633049,-7.439951324,-19.47817078,-10.7166893,-14.15344696,-20.07020264,,-12.71951828,-19.43443604,-10.05833435,-13.07936554,-12.1693779,-20.00088043,-10.2650856,-11.46185608,,,-20.79748077,-19.43752289,,,-13.57163239,,,-23.74248657,-23.16694641,-22.85469208,-23.06012268,-23.00857849,-22.37859497,-18.82669983,-24.28431854,-19.15364838,-23.95309601,-25.28084259,-25.50780182,-24.40173187,-22.04787445,-20.29322968,-25.5899765,-24.72353973,-24.00002136,-24.28978882,-22.09342651,-25.05100403,-21.88994751,-26.34772644,-19.38951263,-25.42958527,-22.8973877,-23.217659,-23.10437622,-21.63868256,-20.91470337,-25.38002625,-19.46190338,-24.94195862,-24.04690399,-25.10500031,-26.6717865,-23.97784882,-22.79763336,-22.65642242,-20.64422913,-22.31174622,-25.34740753,-23.46715393,-22.29300842,-20.95575867,-21.11871796,-25.7079834,-21.77468109,-23.29125366,-26.94439087,-24.11129303,-25.43771667,-24.38597565,-25.9552948,-9.824655151,-9.773956299,-18.57336426,-23.08762665,-4.029161835,-26.48352966,-25.68343811,-26.10445557,-24.6827713,-25.45327301,-21.6255127,-25.06313477,-9.041003418,-25.40288086,-20.40185852,-23.94699707,-23.28334351,-19.53885651,-9.592839813,-23.34762268,-22.76925354,-23.74691925,-25.26375885,-22.59759979,-24.40345917,-22.31950531,-23.22364502,-23.09341278,-26.34000549,-21.9598465,-27.5677063,-21.47395782,-23.4686142,-20.79605408,-11.6048378,-18.29170074,-22.65988159,-21.49172058,-25.17507172,-24.43518066,-10.09206238,-21.33607788,-25.41025238,-24.69466248,-25.08117371,-25.06741791,-26.27895813,-25.98006287,-22.32580414
"X CUR LM18 to LM20, nasal-maxillary suture (3) 3",10.3910408,12.7365387,12.51905746,-1.208400345,0.419854736,-0.484269428,-8.122389984,-6.472389221,3.752594376,9.902907562,1.170897675,-1.014860439,0.616727352,5.340407944,2.809382439,1.419955254,0.430260611,0.529458904,1.5488554,0.160552835,-8.816903687,-0.349211454,2.457084846,-0.11721307,-6.582359314,-8.644000244,4.002301788,-0.018715838,-6.627109528,1.957707596,0.422161341,,6.52473526,-5.372800064,-6.265805435,4.985968018,-8.070941925,0.817963314,-8.512273407,-6.976830292,,,0.688324451,-0.806161499,,,4.67697258,,,9.48374939,9.999961853,10.36450653,12.03874359,10.76357269,10.65655594,-9.766559601,9.196885681,-0.924351692,-2.488909149,7.739968872,7.674189758,7.239180756,10.75972443,-8.378292084,9.522252655,7.887866211,13.568367,8.407192993,11.39999237,8.065803528,10.50224762,0.185809839,-0.4718009,9.238288879,11.61894836,12.42279587,10.45325165,11.01058044,-1.446614361,9.162426758,-1.357396507,7.942712402,8.022494507,7.814939117,8.482235718,12.01842041,13.80454102,13.59856415,-1.940789795,11.66985779,9.612509918,11.81471024,12.06519547,-1.741321373,-8.249063873,7.257541656,-4.167177963,12.67631302,9.452417755,8.523174286,8.19753952,7.227980804,7.463549805,6.747615051,-8.46240387,-1.199908638,11.91393509,-6.407859802,7.335756683,8.766583252,8.675469971,6.9193367,8.311547852,11.55857162,10.16507874,-6.023838043,8.318495941,-3.745874786,12.73973312,10.4714592,10.00677795,-1.303361607,10.83167953,12.72108917,7.215195465,7.747219086,9.44549408,8.85026474,11.13994522,11.16626968,12.1609787,7.726730347,11.72193756,10.56280289,11.16417999,11.9700325,-2.480813789,-7.973542023,-9.105439758,13.09144592,10.72491837,8.229864502,8.509835052,-9.198420715,-1.236325264,8.779651642,7.518097687,8.771595764,9.626342773,6.444999695,8.401404572,11.80380325
"Y CUR LM18 to LM20, nasal-maxillary suture (3) 3",-10.06572952,-9.562075043,-8.597782898,-5.912190628,-5.611694336,-5.628272247,-7.9846138,-10.16374054,-10.87791443,-8.933564758,-9.224639893,-5.198532486,-6.150805283,-9.885158539,-10.06781158,-7.9987854,-8.091210175,-7.569901276,-6.495184326,-7.97285614,-8.593617249,-6.486193848,-7.203445435,-6.590771484,-7.588567352,-8.116069794,-4.942494583,-6.866625977,-8.446527863,-9.543421936,-8.112543488,,-12.2033844,-7.365558624,-9.014379883,-9.75004425,-7.422298431,-6.90038681,-8.480321503,-7.533692169,,,-6.04351387,-6.884706879,,,-10.01995468,,,-8.141531372,-8.909589386,-8.698814392,-8.150764465,-8.711827087,-9.190727234,-9.299407196,-6.918273926,-10.42365112,-18.95915222,-5.675463867,-7.349958038,-6.209887314,-9.552145386,-7.117769623,-6.284152603,-7.667134094,-8.353343201,-6.972531128,-9.250714111,-6.733024597,-9.870284271,-18.13945465,-9.859613037,-7.221180725,-8.638794708,-8.996914673,-9.501130676,-9.750019073,-9.632848358,-7.579894257,-10.03607407,-7.191080475,-7.003662109,-6.692405701,-6.159379196,-10.01205902,-9.728673553,-9.426558685,-9.260801697,-9.587975311,-6.783989716,-7.184289551,-8.856352234,-9.546572113,-6.728450012,-6.877064514,-8.6139534,-8.296118164,-6.123068237,-7.217218781,-6.751591492,-6.683476257,-6.636933136,-8.404125977,-12.30244675,-11.0777626,-9.118587494,-17.45737305,-6.859175873,-6.656798553,-6.48245697,-7.261241913,-6.391749191,-9.814891815,-6.656071472,-11.41464767,-7.010962677,-9.727593994,-11.40484543,-9.380779266,-7.05723114,-11.27939148,-9.22878418,-8.15072403,-7.547533417,-6.406743622,-9.422184753,-6.629159546,-10.25735397,-9.269081879,-8.539417267,-6.365489197,-9.078327179,-10.03359299,-9.356121826,-8.372310638,-10.1664772,-10.04078369,-8.006179047,-9.30254364,-9.26506424,-6.916472626,-6.88902359,-14.63724365,-9.22447052,-6.735264587,-7.901909637,-7.186571503,-7.054226685,-6.536572266,-6.519037628,-9.583260345
"Z CUR LM18 to LM20, nasal-maxillary suture (3) 3",-19.51433868,-19.66020966,-20.6530304,-22.15504761,-22.22381134,-22.57370758,-13.49673004,-13.51445007,-11.59316788,-8.171432495,-11.17789688,-21.72441254,-20.97218475,-10.61995544,-10.47285843,-21.63870697,-20.76555176,-21.62841187,-23.21224213,-20.84114075,-14.22553558,-20.30691528,-19.9320816,-20.43827209,-13.97671967,-14.25253448,-9.225854492,-20.35987091,-13.3815567,-11.85715408,-21.39200439,,-12.23784637,-18.16695099,-13.4932373,-11.00888367,-14.96987152,-20.94566345,-12.90661926,-14.50556641,,,-21.55623016,-20.1721817,,,-11.12296295,,,-21.33761292,-20.42292023,-20.04864655,-20.13356171,-20.45089569,-19.67242889,-18.28638916,-23.4663208,-17.07639465,-23.40439758,-24.61267242,-24.25171051,-23.96832581,-19.31988831,-19.35320892,-24.64062347,-23.14303436,-20.85017548,-23.12108002,-19.42341156,-23.60449219,-18.74632111,-24.7967804,-17.75695801,-24.39238434,-20.39845428,-20.20955048,-20.00591125,-19.14750519,-19.47236938,-23.7365036,-17.9557663,-23.66891479,-23.18754578,-24.29780426,-25.53798676,-20.47611084,-19.8372406,-19.99907837,-19.67764587,-19.61946106,-24.35255127,-22.45699005,-20.17239075,-19.54458466,-20.67518158,-24.7429245,-20.79052429,-20.60296936,-25.44265747,-23.2268158,-24.3285965,-23.81120453,-24.75273743,-9.901408386,-8.128871155,-16.8232666,-20.25608368,-5.67585144,-25.25125885,-24.39418945,-24.85762482,-24.03877411,-24.54260101,-19.18814087,-23.41026001,-7.765007019,-24.20173187,-19.27287292,-21.32086945,-20.36059265,-16.61166687,-6.582195282,-20.25449524,-20.40957794,-22.59808197,-24.04789581,-19.56773376,-23.95435333,-19.96039734,-20.45489502,-20.43951874,-25.2525238,-19.62095184,-24.90685272,-19.12552185,-20.86735687,-19.30014191,-11.01170578,-18.16170349,-20.21290131,-19.17905884,-23.97827911,-23.45650635,-11.79314728,-20.05436859,-24.21378784,-23.56318054,-24.14571381,-23.93856659,-25.19277649,-24.81671906,-19.7812973
"X CUR LM18 to LM20, nasal-maxillary suture (3) 2",11.29267044,13.40536957,13.1241806,-1.981780815,-0.562775421,-1.200097084,-8.723473358,-7.066317749,4.514117432,10.11959076,1.762296486,-1.641293716,-0.200562215,5.824310303,3.621484756,0.682852221,-0.359376502,-0.609278584,0.574993324,-0.762338972,-9.735126495,-0.944195461,1.702234268,-0.833905602,-7.450808716,-9.444032288,4.807019424,-1.112794113,-7.500868225,2.857084656,-0.322678638,,7.361826324,-5.655465698,-7.032975769,5.721198654,-8.903281403,-0.026582235,-9.242440796,-7.833634949,,,-0.234103894,-1.749925804,,,5.575968552,,,10.25742035,10.9751976,11.09506531,12.7521286,11.64479523,11.37855606,-9.616493988,8.842028046,-1.331785393,-2.548909378,7.418707275,7.055461121,6.893453217,11.69222107,-7.692749023,8.962464905,7.247344208,14.5032074,8.14726181,12.08310547,7.60694809,11.51014252,1.407995701,-0.808155251,8.900959015,12.52689056,13.21215973,11.07659531,11.6869278,-1.784208107,8.643798828,-1.688634682,7.377064514,7.787223053,7.419197845,8.140583038,13.21691895,14.56806335,14.31305542,-2.260867691,12.48670425,9.318038177,12.33759079,12.71520996,-2.073913765,-7.956084442,6.828543091,-4.278712463,13.38303528,9.195061493,8.187150574,7.843852997,6.763144684,7.084144592,7.47638855,-9.58499527,-1.560601234,12.79669495,-6.084267044,6.972996521,8.465361786,8.304370117,6.630522156,7.811201477,12.3528656,9.871809387,-6.91428833,7.935943604,-4.006564713,13.69417725,11.34255981,10.81394501,-2.188749695,11.79757233,13.44294128,6.85521698,7.296297455,10.1774147,8.651791382,12.16912689,12.38118744,12.85542297,7.341046906,12.74336624,11.3045578,11.64619904,12.58604355,-2.733126831,-8.571897125,-8.780142212,14.01609039,11.53594894,7.869329834,8.096276855,-8.831243896,-1.701866913,8.513449097,7.13039856,8.370924377,9.39547348,6.14911499,8.001985168,12.46902771
"Y CUR LM18 to LM20, nasal-maxillary suture (3) 2",-9.661632538,-9.27326355,-8.269809723,-5.660211563,-5.160686874,-5.332145691,-8.007224274,-10.20838165,-10.53896179,-9.434103394,-9.022901154,-4.974372482,-5.684197617,-9.669760132,-9.644176483,-7.624105072,-7.70218811,-7.066747284,-6.183280182,-7.530512238,-8.885031128,-6.149156189,-6.875661469,-6.250215912,-7.574018097,-8.007070923,-5.195664215,-6.551255798,-8.448597717,-9.14295578,-7.68186264,,-12.25069504,-6.74706955,-9.14537735,-9.535472107,-7.482931519,-6.502700806,-8.429460144,-7.566014099,,,-5.664482498,-6.606361389,,,-9.583175659,,,-7.836177826,-8.499221802,-8.354706573,-7.780976105,-8.303527832,-8.865237427,-8.803409576,-6.405783081,-9.627030945,-18.19866791,-5.085904312,-6.562180328,-5.926887131,-9.170475769,-6.397076035,-5.70443573,-6.722880554,-7.861946869,-6.325703049,-8.846347046,-6.042657852,-9.504439545,-17.86061859,-9.291982269,-6.658704376,-8.280412292,-8.675418854,-9.226236725,-9.460416412,-9.070788574,-6.834027863,-9.419172668,-6.487689972,-6.377653503,-6.156977844,-5.543327713,-9.381889343,-9.345201111,-9.061303711,-8.813012695,-9.255626678,-6.231270218,-6.885353851,-8.522655487,-8.882068634,-6.238726044,-6.229585266,-8.137778473,-7.966918945,-5.460984802,-6.640014648,-6.141106796,-6.184326172,-6.044316483,-8.569714355,-11.87321396,-10.52395935,-8.71223526,-17.70205688,-6.15327034,-5.955208206,-5.712031937,-6.74822998,-5.83543129,-9.456190491,-5.965524292,-11.17919006,-6.408690643,-9.070758057,-11.06350784,-8.995213318,-6.75814743,-11.42954102,-8.781524658,-7.792101288,-6.931142426,-5.832708359,-8.954297638,-6.277521896,-9.851565552,-8.737610626,-8.235175323,-5.723033524,-8.731980133,-9.630202484,-8.983439636,-8.023635864,-9.370252228,-9.766049194,-7.499887848,-8.942907715,-8.891779327,-6.254148483,-6.308230972,-15.02173309,-8.639785767,-5.987333679,-7.207130432,-6.698739624,-6.366402054,-5.826914215,-5.88508606,-9.227082825
"Z CUR LM18 to LM20, nasal-maxillary suture (3) 2",-19.81414948,-19.82414398,-20.84710846,-22.35784454,-22.57015228,-22.80410767,-13.17525787,-13.14280701,-11.8488205,-7.706274414,-11.3147934,-21.81194611,-21.20853577,-10.61344376,-10.58928375,-21.8681488,-20.94412384,-21.92988739,-23.40954132,-21.10770874,-13.83777466,-20.76904297,-20.16559296,-20.66163483,-13.66099243,-13.984552,-8.913650513,-20.49598541,-13.04238434,-11.96129074,-21.59573822,,-11.8199585,-18.85404205,-12.82384186,-11.06797714,-14.59103851,-21.18968658,-12.65565338,-14.14139099,,,-21.81786652,-20.3350235,,,-11.18047943,,,-21.5104187,-20.67005157,-20.31538086,-20.50599213,-20.72951355,-19.86903229,-18.87908478,-24.0286911,-17.95990143,-24.02450409,-25.16242981,-25.01661072,-24.3195282,-19.55756226,-20.3366806,-25.233815,-24.04692535,-21.24001465,-23.7073349,-19.74793549,-24.30745392,-19.09615021,-24.74051514,-18.4702713,-24.95256348,-20.46208649,-20.34666595,-20.21118317,-19.26833954,-20.15548553,-24.58612976,-18.63375244,-24.3960495,-23.74863892,-24.81491394,-26.15131531,-20.96301727,-20.11656036,-20.18323975,-20.12631683,-19.71526184,-24.97350616,-22.43926849,-20.33621521,-20.25861969,-21.2602005,-25.45694733,-21.277005,-20.77337952,-26.13708801,-23.79850006,-24.97440796,-24.37566376,-25.3823349,-10.01390076,-8.477693176,-17.52714386,-20.46430206,-4.791411972,-25.94981995,-25.05770874,-25.54004364,-24.56761627,-25.18555908,-19.3164978,-24.17339172,-7.925114441,-24.84824066,-19.94318695,-21.37170563,-20.69446564,-16.87971649,-6.841062164,-20.57340088,-20.58874054,-23.23538513,-24.63497772,-19.99739227,-24.29126587,-20.12456512,-20.69619904,-20.55163727,-25.87894592,-19.70976715,-25.16610565,-19.42851257,-21.09396515,-19.99381866,-11.10111008,-18.71225739,-20.38589478,-19.37574921,-24.61377411,-24.01890259,-10.98256149,-20.65267334,-24.94401703,-24.22110596,-24.77915802,-24.56462708,-25.77739563,-25.53965912,-20.02861938
"X CUR LM18 to LM20, nasal-maxillary suture (3) 1",12.28488159,14.06583099,13.72051239,-2.810161972,-1.50605526,-2.008773613,-9.386393738,-7.728281403,5.330244827,10.35699844,2.459489822,-2.3477911,-1.079706478,6.365795517,4.503373337,-0.142837286,-1.133887768,-1.716291428,-0.378770065,-1.74185276,-10.77975388,-1.547260952,0.95132761,-1.627050781,-8.543479156,-10.46113739,5.705075073,-2.201588821,-8.607923126,3.870589447,-1.097743988,,8.19997406,-6.017049408,-7.909875488,6.496257019,-9.794458771,-0.903765011,-10.06175919,-8.782523346,,,-1.143592453,-2.734194756,,,6.509313202,,,11.25329208,12.01773224,11.84308548,13.55593567,12.50722504,12.16181717,-9.562805939,8.551688385,-1.461933613,-2.443346024,7.077957916,6.545500183,6.59932251,12.70916519,-7.261348724,8.614551544,6.828264618,15.54898224,8.04315567,12.89362183,7.332942963,12.59265366,2.669771194,-1.047991467,8.605429077,13.46835632,14.04078522,11.73198013,12.41946945,-2.039618874,8.316409302,-1.856770325,7.017926788,7.566836548,7.093950653,7.881846619,14.50384369,15.41114655,15.05542145,-2.496218872,13.31727142,9.055669403,12.92917938,13.4555191,-2.347315598,-7.732824707,6.428634644,-4.3518116,14.12183075,8.999806976,7.943980408,7.563437653,6.360725403,6.755752563,8.23555603,-10.59831619,-1.776101875,13.8071701,-5.776652908,6.650708008,8.237069702,7.958119965,6.392590714,7.445977783,13.19313507,9.738938904,-7.942975616,7.662245941,-4.169493866,14.70861511,12.32357635,11.63556824,-3.131837463,12.86010742,14.19299164,6.58935318,7.009741211,10.99140015,8.543228912,13.43547974,13.65385132,13.58365784,7.052787018,13.82396851,12.11212158,12.23764954,13.25930634,-2.861244202,-9.338789368,-8.566635895,14.98927765,12.39961472,7.626120758,7.823229218,-8.631739807,-2.064416885,8.414308929,6.79085083,8.080667114,9.209003448,5.958094406,7.665127563,13.22636261
"Y CUR LM18 to LM20, nasal-maxillary suture (3) 1",-9.293292236,-8.996457672,-7.973154449,-5.270351791,-4.628679657,-4.882693481,-7.961103821,-10.17810516,-10.20673447,-9.934661102,-8.763575745,-4.68848381,-5.356280899,-9.456712341,-9.257289124,-7.081005096,-7.234550476,-6.488928986,-5.847710037,-6.96724472,-9.126679993,-5.825798798,-6.419104004,-5.822312546,-7.491504669,-7.839351654,-5.425909805,-6.080998993,-8.387161255,-8.747284698,-7.296530151,,-12.3682373,-6.078207016,-9.181315613,-9.383848572,-7.451068115,-6.08467865,-8.376376343,-7.480272675,,,-5.152549744,-6.044784164,,,-9.100964355,,,-7.533739471,-8.109869385,-8.033174133,-7.472600555,-7.915502167,-8.550894165,-8.409989166,-5.886259842,-8.742301178,-17.49728088,-4.522741318,-5.732787704,-5.631077194,-8.850981903,-5.739996338,-5.029517746,-5.711209869,-7.412986755,-5.657883072,-8.5230896,-5.313081741,-9.235873413,-17.67391357,-8.662769318,-6.099672318,-7.92901001,-8.379020691,-8.943080902,-9.189755249,-8.478816223,-6.022891998,-8.730774689,-5.690049744,-5.731009674,-5.565301895,-4.86841011,-8.809607697,-9.023871613,-8.685908508,-8.295730591,-8.946668243,-5.674269485,-6.677851105,-8.237345123,-8.223886871,-5.819424438,-5.516272736,-7.637371826,-7.656335449,-4.7748703,-6.062651443,-5.569458389,-5.619200134,-5.456807327,-8.701057434,-11.52277985,-9.923563385,-8.329303741,-17.98678436,-5.452258301,-5.264125824,-4.915018463,-6.240045166,-5.237624359,-9.190016937,-5.234056854,-11.0057457,-5.766724777,-8.413549805,-10.75129547,-8.71112442,-6.371791458,-11.51471024,-8.413557434,-7.448117065,-6.318029404,-5.198667145,-8.553174591,-5.965914154,-9.488716125,-8.228434753,-7.967173004,-5.040267181,-8.337062073,-9.261164856,-8.702291107,-7.700547028,-8.580266571,-9.540718079,-6.958940125,-8.62498703,-8.524904633,-5.580502701,-5.701938629,-15.39732819,-8.054154205,-5.17808075,-6.504319,-6.150261307,-5.662753677,-5.131247711,-5.258919907,-8.92648468
"Z CUR LM18 to LM20, nasal-maxillary suture (3) 1",-19.94882202,-19.96435394,-21.01075439,-22.57651978,-22.97500916,-23.20341339,-12.89846191,-12.86047058,-12.0055603,-7.285709381,-11.35745239,-21.96817627,-21.46156464,-10.60738831,-10.68175125,-22.23347931,-21.21269836,-22.31439667,-23.64065399,-21.49934235,-13.45562592,-21.25391388,-20.5398941,-20.96466522,-13.32719727,-13.70835571,-8.638685608,-20.7306778,-12.68239899,-11.9411972,-21.85040588,,-11.27960892,-19.54758148,-12.26412125,-11.07516251,-14.33540344,-21.54090271,-12.44713593,-13.88919678,,,-22.16744843,-20.72030182,,,-11.18716965,,,-21.64219208,-20.85318909,-20.54589386,-20.72042389,-21.04936523,-20.02364349,-19.60964661,-24.64970093,-18.90849915,-24.73487701,-25.72739868,-25.88066711,-24.68940125,-19.63786469,-21.48482361,-25.92075806,-25.00838318,-21.45516205,-24.35246277,-19.88482971,-25.11403809,-19.29472809,-24.57202759,-19.21529541,-25.52200012,-20.4774292,-20.40045471,-20.44701996,-19.40215759,-20.84454956,-25.49152222,-19.30322571,-25.22463074,-24.35622406,-25.38253326,-26.77679749,-21.36800537,-20.33513184,-20.3059433,-20.67189636,-19.79393616,-25.62240295,-22.35955505,-20.42130585,-20.98487396,-21.92571411,-26.14026794,-21.76721497,-20.81118622,-26.89532776,-24.38340912,-25.60996094,-24.97101288,-26.0890686,-10.08515015,-8.722558594,-18.28854065,-20.61620483,-3.913408661,-26.69001465,-25.76212769,-26.28708801,-25.12779999,-25.88018799,-19.33892212,-24.98916626,-8.041449738,-25.54927979,-20.66336823,-21.29958496,-20.87156982,-17.09629822,-7.009314728,-20.84121857,-20.7622757,-23.95966034,-25.27647247,-20.37240295,-24.69903259,-20.19835663,-20.83213806,-20.6354126,-26.51517029,-19.75158234,-25.37546692,-19.61337891,-21.24044952,-20.72860565,-11.23252792,-19.29889526,-20.46843719,-19.52332764,-25.30552979,-24.65784454,-10.11871109,-21.30943756,-25.71346741,-24.93993988,-25.41755371,-25.22541656,-26.44425659,-26.34907837,-20.19305267
"X CUR LM10 to LM15, anterio-ventral edge of premaxillary (3) 4",19.30608215,20.12758789,19.12886047,-9.764938354,-7.7486763,-8.875177765,-14.64274902,-12.88340454,9.84178772,13.1154129,7.341293335,-8.265868378,-7.775808716,11.96763306,9.433356476,-6.841965485,-7.46111145,-8.592980194,-7.651220703,-8.210099792,-15.99029999,-7.848931885,-5.110355377,-7.342192841,-14.22048798,-16.50421295,12.60570679,-9.060771179,-13.96426849,9.406529236,-8.22330246,,14.30330505,-5.574533081,-11.82517471,11.61606674,-15.33773804,-8.301542664,-15.7372406,-14.36125488,,,-7.903794861,-9.337179565,,,12.19913406,,,16.95042419,17.05087433,17.08557587,18.71876373,17.76548462,17.66260376,-5.695397186,4.153565598,-4.761678314,-2.005369568,3.059853935,2.157944679,2.651466179,18.29753265,-1.789340591,4.372219849,2.905237579,19.8400238,4.439396667,18.72241821,4.116562653,18.78459473,8.606519318,-5.013868713,4.666178894,18.96979675,20.3875061,18.02572784,17.86571503,-5.963397217,4.266469193,-5.168359375,3.298274231,3.447541809,2.98780632,4.051336288,20.62814789,21.44282227,20.93712921,-5.796475983,19.77810516,5.325400543,18.5224762,19.13755188,-5.941113281,-2.821868134,2.509699631,-7.498182678,18.45283661,5.645399857,4.07544899,3.504941177,2.16002636,3.169562912,15.29797821,-17.98609467,-5.101124191,20.38783112,-1.802818871,2.847328758,4.638399124,4.365261078,3.419998932,3.236346054,19.45031891,6.850024414,-14.31738281,3.965023041,-7.836621857,22.31151428,18.00830994,16.8862915,-10.30265961,18.10630188,19.29380798,3.398063278,3.249346161,16.55188446,4.375650406,19.41030884,18.91221313,19.08881531,2.701607513,19.02171326,17.30109253,17.89853821,18.3924408,-5.644388962,-14.7179184,-3.917173386,20.96929321,16.96891785,4.013080215,4.014631271,-4.995691681,-5.719103622,5.003568649,3.119565201,3.47784729,5.213701248,1.985751534,3.576810074,18.67820129
