ID,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM967,CM966,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,CM3792,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
X LM66 L Most anterior point of the basioccipital,8.228974152,8.75539856,8.124826813,-0.983357811,-4.840812302,-3.729655075,-2.393932343,-1.013209438,-0.990616417,9.249764252,-2.870439529,-2.267700958,-0.431126976,-0.974462318,8.756896973,9.05304184,8.849289703,8.904777527,-2.44440918,9.545433807,-2.099271011,-1.769378853,-2.036046219,-2.155072021,-2.361272812,9.018401337,-2.191409683,-2.873634911,7.818600464,8.172320557,-1.054709911,8.264639282,9.815671539,-4.754449081,-3.692417908,7.598329163,8.694134521,8.483158875,-2.803077698,10.0480484,-3.596392822,-1.697329521,-1.94215107,-1.276591587,-1.434597969,-2.766848183,-3.270758438,8.045617676,7.616847229,-7.925114441,5.066104507,2.325170517,8.045787811,8.987652588,8.328461456,8.77726593,6.121006393,9.530347443,4.957130814,-7.779106903,5.631522751,6.124456024,-1.620074654,3.483097839,-3.060560608,7.921715546,-2.842537308,-13.8328125,-0.440453911,-11.51890564,5.729859924,8.230033112,-5.277856827,4.076523209,4.92555542,7.97830658,9.826023102,0.676258087,4.709233856,10.25819244,9.996144867,9.307022858,8.058166504,9.517240143,-9.369406891,-7.426378632,9.014373779,8.928767395,1.816533279,-9.337901306,5.999290466,4.958559799,8.439046478,8.220124817,7.702059937,-0.381398988,-1.500446796,-2.940026283,-11.32045517,6.828224182,9.925263214,7.952407837,4.703728867,-1.149281502,-2.11640625,8.142903137,-10.9921524,-1.792542076,-2.429106903,9.342282104
Y LM66 L Most anterior point of the basioccipital,-9.6436409,-9.915177155,-8.856651306,-5.433956909,-11.43967133,-17.45403595,-12.15309982,-4.438962936,-5.15592308,-9.962069702,-5.311246109,-12.01011047,-5.429647446,-5.377603531,-8.996961975,-10.13456879,-9.6984375,-9.280339813,-12.24283981,-10.07338943,-12.24340439,-4.932003784,-5.257958221,-3.944397354,-3.717080307,-9.578327942,-11.86890106,-4.712218475,-8.754017639,-10.08929291,-5.673043823,-9.363897705,-8.596932983,-18.34012604,-5.108859634,-8.554238129,-9.313616943,-8.48132019,-12.40970078,-9.372445679,-18.11118774,-4.96074295,-4.577365494,-4.581175995,-4.785705185,-4.738890839,-3.719348145,-8.717034149,-7.685375977,-5.776289368,-4.095223999,-3.724652481,-7.523298645,-7.880928802,-7.806781006,-8.442475128,-3.492063141,-8.44318924,-3.565903854,-5.244813919,-4.259987259,-14.55529938,-3.114465714,-3.248572922,-12.93524323,-9.536128235,-5.432953644,-11.7355545,-21.12610474,-5.150051117,-4.159262085,-7.892935181,-9.869251251,-4.458563614,-4.452692032,-7.725520325,-8.839620209,-10.53598557,-3.107174873,-6.990961456,-7.518959808,-8.51941452,-8.629743958,-8.763769531,-6.37156868,-5.912350464,-7.869509888,-7.164653015,-9.106648254,-6.832679749,-4.52215271,-3.68957634,-7.572829437,-7.625980377,-8.447225952,-4.80088768,-4.937630463,-4.255945587,-4.957557297,-13.13634186,-8.341853333,-9.538907623,-4.954235458,-5.436680222,-5.61377449,-9.687047577,-4.319145584,-1.633930016,-4.560238266,-9.478499603
Z LM66 L Most anterior point of the basioccipital,-9.557266235,-8.642966461,-10.55788879,-16.30582123,-5.779721832,-10.43780975,-3.733864975,-17.64454346,-17.78491058,-9.251600647,-16.95578156,-4.70753212,-16.04482117,-16.36835022,-10.00224304,-8.165042877,-8.441691589,-9.897692871,-3.78054924,-7.845051575,-4.013058472,-16.28986816,-16.17480927,-18.5716629,-18.52550964,-8.557762909,-3.565025711,-15.96174316,-10.17328339,-8.451714325,-16.15075073,-9.442479706,-10.76515884,-9.85202179,-17.40363922,-10.91668854,-9.392179108,-10.90246506,-3.647975922,-9.268878174,-8.726055145,-16.42046204,-16.93474884,-17.36492615,-17.18206177,-17.04355774,-18.39995728,-9.742456818,-11.78619156,-8.998166656,-10.31226425,-11.07542191,-10.25711212,-10.00285721,-10.67513885,-9.989582825,-11.5550293,-9.268566132,-11.23931885,-9.228844452,-12.1059906,-14.56391754,-17.90283051,-11.53651733,-1.724720573,-9.699189758,-15.43835602,-22.69780731,-9.055401611,-9.585250092,-9.931021881,-9.675148773,-17.62385406,-10.02596359,-9.639946747,-10.4094986,-9.094459534,-8.59447403,-9.919508362,-10.79033966,-11.78115234,-9.85141983,-9.543247223,-9.664585876,-8.152140808,-8.902952576,-9.857204437,-10.32102737,-21.04967194,-7.911579895,-11.51999207,-10.90540848,-11.15543976,-10.92773209,-10.29648743,-16.73212128,-17.41058197,-17.27219391,-9.640756989,-14.72795715,-10.17836304,-9.990465546,-9.179577637,-16.28070374,-15.69110718,-9.14043808,-7.966559601,-12.15929337,-17.37119293,-9.770675659
X LM65 R Most anterior point of the basioccipital,6.281136703,6.624552917,5.941548538,-1.393046856,-6.713170624,-2.217592812,-4.589463043,-1.189170742,-1.069527626,6.934895325,-2.911273003,-4.370951843,-0.84933033,-1.270565414,6.507746124,6.892293549,6.996617889,6.810453796,-4.579978561,7.352840424,-3.944849777,-1.869991493,-2.330034256,-2.212529564,-2.434296036,6.814350891,-4.164712906,-3.060723495,5.808300781,6.161012268,-1.512195587,6.207632065,8.131367493,-3.219181442,-3.903081131,5.830445862,6.800009918,6.758485413,-4.882314682,8.081812286,-2.348230743,-1.919789314,-2.369313812,-1.593445873,-1.746484375,-3.122335052,-3.44519577,6.713764954,6.448960114,-8.12583313,5.224217224,2.547579002,6.639315033,7.513702393,6.681578827,7.269036865,6.069804382,8.153690338,4.999842453,-7.844094086,6.025819397,7.420960236,-0.13450141,3.544251251,-5.300986099,5.850055313,-3.363898468,-13.53778839,-2.002656746,-11.68741379,5.89952507,6.977871704,-5.27491188,4.029050827,4.994437027,6.690547943,8.356066895,-0.656612492,5.055638123,9.10267334,8.477087402,7.617079926,6.544237518,7.868780518,-9.607080841,-7.477274323,7.752124023,7.565290833,0.37611587,-9.672962189,6.08142128,5.261759567,7.139355469,6.762635803,6.070566177,-0.774603271,-1.525266075,-3.098192596,-11.27018051,6.908082581,8.523949432,6.093820572,4.707690048,-1.640081787,-2.471381569,6.08236618,-9.097817993,0.158703697,-2.637314987,7.123562622
Y LM65 R Most anterior point of the basioccipital,-9.540660095,-10.14815979,-8.814325714,-4.410383224,-11.41305695,-15.99059753,-12.22012863,-3.419393158,-3.604166412,-10.21918564,-4.200481796,-12.03095169,-4.24694519,-4.320430756,-9.171722412,-10.36338348,-9.811910248,-9.54581604,-12.31076202,-10.296418,-12.49420166,-3.834616089,-4.197593689,-2.896822739,-2.614143181,-9.633058167,-12.14055862,-3.667492294,-8.764570618,-10.28256149,-4.706791306,-9.56752243,-8.922133636,-17.16472931,-4.143296051,-8.690895081,-9.458326721,-8.669658661,-12.40669708,-9.633146667,-16.75888824,-3.756574631,-3.561663818,-3.554989243,-3.698426056,-3.542398071,-2.720619774,-9.655986023,-8.499759674,-4.780922318,-5.108203888,-4.628536987,-8.556713867,-8.795069885,-8.811697388,-9.215222168,-4.746398163,-9.357341766,-4.556019211,-4.198548889,-5.069865036,-12.86921997,-2.371127892,-4.279080963,-13.05307007,-9.756898499,-4.395336533,-10.21111603,-19.92106171,-4.026076889,-5.268815231,-8.870589447,-11.82428741,-5.478559494,-5.557573318,-8.53564682,-9.723740387,-11.62778244,-4.504362488,-7.373321533,-8.645231628,-9.526124573,-9.471497345,-9.75756073,-5.263888168,-4.792780685,-8.702353668,-7.885295868,-10.1952179,-5.799376678,-5.377679443,-4.765103912,-8.634177399,-8.477810669,-9.36164093,-3.664610291,-3.736271286,-3.290735626,-3.881340027,-11.2625946,-9.25396347,-9.730613708,-6.094821548,-4.460118484,-4.415317154,-9.833005524,-4.549312592,-1.915542412,-3.435743332,-9.561004639
Z LM65 R Most anterior point of the basioccipital,-9.415807343,-8.466277313,-10.65607834,-18.04741974,-5.721408844,-9.543579865,-3.724214554,-19.17474976,-18.73780365,-9.096562958,-18.74128723,-4.774085617,-17.88215637,-18.16754608,-9.777746582,-8.018175507,-8.154486847,-9.609947205,-3.915295029,-7.606485748,-4.023680496,-17.96830292,-17.77415161,-20.30546875,-20.2140213,-8.45456543,-3.653289032,-17.68791656,-10.01211166,-8.289175415,-17.65447845,-9.191078949,-10.57116013,-8.925463867,-19.24318085,-10.71722641,-9.085301971,-10.63221741,-3.806806946,-8.929375458,-8.092147827,-18.17942352,-18.57350769,-18.98509979,-18.94858704,-18.68752899,-20.07574463,-8.565419769,-10.52697906,-10.4701973,-8.872631836,-9.683718872,-8.983003998,-8.85246582,-9.561226654,-8.839322662,-9.771979523,-8.197852325,-9.715135193,-10.93525314,-10.61741486,-14.47015381,-19.14237976,-9.904012299,-1.759185219,-9.292489624,-17.22428131,-24.19498138,-8.463362122,-11.21099854,-8.244590759,-8.534477234,-16.74983978,-8.435577393,-8.077268982,-9.359176636,-8.030809021,-8.6514328,-8.474447632,-9.327994537,-10.37153778,-8.383625793,-8.329320526,-8.335987091,-9.717738342,-10.61276474,-8.811824036,-9.261564636,-20.37649231,-9.567668915,-9.83817215,-9.399658966,-9.75608902,-9.73319931,-8.969855499,-18.37734833,-19.3157547,-19.05431519,-11.36523132,-15.43177795,-8.836617279,-9.745603943,-7.451071167,-17.97059479,-17.48787994,-9.036455536,-7.929026794,-12.0245575,-19.2509613,-9.524103546
X LM64 L Most anterior point in jugular foramen,9.771826935,10.09733963,9.694496155,-3.105591583,-3.165857697,-4.572500229,-1.115548706,-3.539200592,-3.645323181,10.91886368,-5.442136002,-0.718391752,-2.686937332,-3.592264557,10.05295029,10.72767792,10.68419876,10.73401413,-1.280321026,11.4522377,-0.596073198,-4.360791779,-4.330189896,-5.039422607,-4.891407013,10.39255829,-0.913959789,-5.201942444,9.340949249,9.740192413,-3.122242928,10.09058609,12.07487335,-6.303819275,-6.073241043,9.096309662,10.0692337,10.32751923,-1.553136921,11.75382919,-4.033070374,-3.830724716,-4.16545639,-3.668107224,-3.786336136,-4.878527069,-5.751764679,10.33451233,10.383535,-10.61155243,7.223375702,4.466941833,10.48707581,11.36348343,10.56772995,11.32109299,8.85482254,12.03532715,7.209712219,-10.0158493,7.415066528,7.059874725,-3.766461563,5.476637268,-1.466432381,9.682894135,-5.094041824,-16.31454163,0.439524317,-14.09289856,7.646325684,10.77386093,-7.421931458,6.799100494,7.441027832,10.62746506,12.54387131,2.524846268,7.066278839,13.08174896,12.39335175,11.86508026,10.39173126,12.17840271,-11.93977737,-9.729428101,11.8442894,11.64495621,1.05714426,-11.40923691,8.010743713,7.046077728,11.08214645,10.84075394,10.26284485,-2.552004433,-4.291436005,-5.518305206,-13.75909576,8.965979004,12.84612885,9.793102264,6.859544373,-3.538476944,-4.506742096,9.632923126,-12.01064148,-2.763655663,-4.822382355,11.20648041
Y LM64 L Most anterior point in jugular foramen,-10.93210907,-11.29880295,-10.32653885,-6.416287994,-13.02864838,-19.81273804,-13.3438324,-5.231071472,-6.516754913,-11.48413925,-6.118010712,-13.3746994,-6.421453094,-6.610060883,-10.15805893,-11.47411499,-11.00294952,-10.59968872,-13.54726257,-11.53458481,-13.30628204,-5.707021713,-5.967879486,-4.918177795,-4.401664734,-10.97058182,-13.08230286,-5.382279587,-10.04851227,-11.47654343,-6.784677887,-10.57118759,-10.02246552,-20.54904785,-6.160681152,-9.50892868,-10.37003403,-9.512744141,-13.70657806,-10.8985939,-20.22302399,-5.730232239,-5.479063797,-5.273744583,-5.463411331,-5.384624863,-4.41966629,-9.091187286,-7.920122528,-6.705941772,-3.113261604,-2.956409454,-7.712622833,-8.33870163,-8.258882904,-8.794368744,-2.784631729,-8.826903534,-2.736507034,-5.783021545,-3.507059097,-16.70698242,-2.707176208,-2.34861927,-14.20540619,-10.78573227,-6.638750458,-12.24453049,-22.99307404,-5.830817413,-3.261026764,-8.016049194,-9.35694809,-3.49204483,-3.608863068,-7.930670929,-9.260153198,-10.9289299,-1.668457985,-7.541099548,-7.840197754,-9.105064392,-9.084236145,-9.272276306,-7.320139313,-6.512299347,-8.47115097,-7.788314819,-7.289565277,-7.696498871,-3.679991531,-2.942443466,-8.11062088,-7.957376099,-8.891950226,-5.668693542,-5.950669479,-5.08432312,-5.676943207,-14.4521637,-8.9820961,-11.06845703,-4.272574615,-6.752046967,-6.621125031,-11.13973694,-2.786664772,0.171249282,-5.421812439,-10.56333771
Z LM64 L Most anterior point in jugular foramen,-7.273344421,-6.725504303,-8.219542694,-14.64047089,-3.440171051,-8.58431015,-1.653847122,-16.42069397,-17.15478058,-6.981210327,-15.83546448,-2.507535744,-14.90839539,-15.0421402,-8.068830109,-6.477020264,-6.357692337,-7.786435699,-1.422260761,-5.712612152,-1.818108177,-15.16505585,-14.79293823,-17.50621185,-17.65132904,-6.553155518,-1.264498615,-14.81860962,-8.071469879,-6.378336716,-14.60597382,-7.309254456,-8.238380432,-8.152522278,-16.33375702,-9.125777435,-7.510451508,-9.136302948,-1.283047676,-7.20425415,-7.08777771,-15.08926849,-15.47073669,-16.14208374,-15.93491974,-15.85691376,-16.83485413,-9.121910858,-11.06828308,-7.758416748,-11.48233566,-12.13517609,-9.486318207,-9.195542145,-9.814667511,-9.17546463,-13.03335876,-8.663902283,-12.36337814,-8.262081909,-13.37626495,-13.27844086,-18.50808258,-12.43950806,0.791227198,-7.442932892,-13.79903259,-22.07430725,-7.301070404,-8.564443207,-10.60471802,-9.100051117,-19.22770996,-10.84151306,-10.45214386,-9.635645294,-8.170681763,-6.754457855,-10.98624878,-10.43888702,-11.18192291,-9.139095306,-8.767299652,-8.919419861,-6.891853333,-8.051709747,-9.207817078,-9.771434021,-23.45543213,-6.593014526,-12.83684387,-12.13755951,-10.44264221,-10.0030159,-9.500901794,-15.00592651,-16.27974091,-15.9888382,-8.642131805,-14.80413666,-9.113900757,-7.901130676,-9.904427338,-14.64187469,-14.17503204,-6.895333862,-9.757968903,-14.35540924,-16.18466492,-7.951480103
X LM63 R Most anterior point in jugular foramen,5.097533417,5.538591766,4.619301605,-4.106122589,-8.418328094,-1.620723724,-5.87924614,-3.811165237,-4.016938019,5.803765488,-5.590512085,-5.61378479,-3.571923447,-4.122833633,5.615019226,6.037191391,5.75773468,5.957698822,-5.549865723,5.892322159,-5.279102325,-4.316574097,-5.005022049,-4.922088623,-4.967904663,5.663441467,-5.362980652,-5.699158478,4.651795197,5.118228912,-4.297276688,5.140587616,7.032926178,-2.661066818,-6.426558685,4.815271759,6.160134888,5.854984665,-6.266083527,7.310250854,-1.120363235,-4.4202034,-4.763961411,-4.259267807,-4.273314285,-5.337023926,-6.106904221,7.454033661,7.156595612,-10.88959198,7.732576752,4.826011276,7.906580353,8.285678101,7.463820648,7.853338623,8.746863556,9.023989105,7.14367218,-10.11934586,8.204844666,9.450244141,-0.834899807,6.036387253,-6.761901093,4.812568283,-6.555645752,-15.70659027,-2.99328804,-14.11051788,8.110504913,7.979292297,-7.306385803,6.51242981,7.130496979,7.660316467,9.271318054,-0.797803783,7.769657898,10.13633194,9.391096497,8.456489563,7.274716187,8.351111603,-12.20329666,-9.620080566,8.520407867,8.554415131,-2.034605408,-12.15768738,8.303118134,7.291973877,8.374321747,7.466637421,6.699581909,-3.379212189,-4.381188965,-5.841110611,-13.49748383,9.161664581,10.04811172,4.719768143,6.970263672,-4.477975464,-5.380183411,4.954085159,-7.68700943,1.849409103,-4.832447433,6.075022125
Y LM63 R Most anterior point in jugular foramen,-11.24389038,-11.48602524,-10.50199051,-3.977342606,-12.94284515,-16.90326691,-13.57998657,-2.73985939,-2.563409424,-11.76215286,-3.548133469,-13.38765106,-3.991680145,-3.978577423,-10.44750366,-11.83939438,-11.3233696,-11.01434174,-13.40446014,-11.96689987,-13.87582397,-3.24997406,-3.683663177,-2.601600647,-2.112383652,-11.06943207,-13.41595306,-3.105144501,-10.01010056,-11.63166504,-4.487108994,-11.00042877,-10.54882889,-17.83382568,-3.887016296,-9.664228821,-10.84631958,-9.916459656,-13.67921295,-11.18969803,-17.0730484,-3.20851593,-2.940012169,-3.110466957,-3.257259369,-2.908066177,-1.98899765,-10.74011688,-9.994730377,-4.12670517,-5.51231308,-5.12492485,-9.838853455,-10.13955154,-10.1072319,-10.69740143,-5.318439865,-10.85871429,-5.111765671,-3.475571823,-5.30985527,-13.17223816,-1.189051533,-4.773292542,-14.38307343,-11.05563889,-3.970562744,-8.933344269,-20.3828125,-3.412062073,-5.439825821,-10.13625336,-13.43420715,-5.885842514,-6.162711716,-9.802577972,-11.06531067,-13.68312836,-5.035014343,-8.629361725,-9.891215515,-10.7176712,-10.73698425,-11.10620346,-4.724567032,-4.190915298,-10.15484543,-9.43754425,-9.93846817,-5.404704285,-5.446215057,-5.3919487,-10.16357269,-9.737789917,-10.77695541,-2.970144653,-3.2389534,-2.485738182,-3.345569992,-10.3331604,-10.84905014,-11.35557632,-6.643716431,-4.312747955,-3.929761505,-11.10199051,-3.220571136,-0.408160639,-2.820186234,-10.81999741
Z LM63 R Most anterior point in jugular foramen,-6.879090881,-6.180150604,-8.440763092,-18.64815063,-3.275894165,-6.75962677,-1.412938309,-19.95784454,-19.37122803,-6.792790222,-19.69763794,-2.631553459,-18.91264648,-19.19085693,-7.596383667,-5.943756866,-5.755200195,-7.181954956,-1.840062141,-5.382726669,-1.757576942,-18.81813202,-18.32784271,-21.3912796,-21.24062958,-6.158065414,-1.59497633,-18.62016449,-7.836045074,-6.294242477,-18.21102142,-6.733094788,-8.123155975,-5.858595657,-20.31329651,-8.785617065,-6.738101196,-8.498074341,-1.72057724,-6.729080963,-5.65498085,-18.85719604,-19.29233704,-19.62949829,-19.57464752,-19.23624878,-20.91266785,-6.811423492,-8.271009064,-11.72241058,-7.868778992,-8.695688629,-6.807792664,-7.018241119,-7.506169128,-6.58950882,-8.773291016,-6.31128273,-8.72120285,-11.74706802,-9.873373413,-13.15113068,-20.56886597,-8.736244202,0.409002686,-6.825720978,-18.29385834,-25.26400604,-5.808904266,-12.09658737,-7.259435272,-6.398274994,-17.24729614,-7.240937042,-7.003699493,-7.052010345,-5.820911026,-6.753566742,-7.936997223,-6.760160065,-8.438326263,-6.488724518,-6.459555054,-6.335324097,-10.59515076,-11.69432983,-6.808101654,-7.207250214,-21.85515289,-10.39506073,-8.69776001,-8.527017212,-7.967303467,-7.588153839,-6.832808685,-19.04367523,-20.26710052,-20.23070068,-12.32771072,-16.23907776,-6.500417328,-7.44802475,-6.609812927,-18.60193024,-18.35211792,-6.724291229,-9.485871887,-13.76099701,-20.08997498,-7.272044373
X LM62 L Most mesial point in hypoglossal foramen,9.643017578,10.00998154,9.043423462,-3.63792572,-3.66115036,-4.451857758,-1.334017086,-4.335216904,-4.141165543,10.53590164,-5.970781326,-1.001980209,-3.44304657,-4.412056351,9.934883881,10.60579681,10.42646637,10.54805145,-1.843636322,10.78132095,-0.852321529,-4.853992844,-4.960247421,-5.578107452,-5.514220047,9.999622345,-1.259934521,-6.016220093,8.874458313,9.352763367,-3.808457565,9.997205353,11.68490753,-6.302973557,-6.690052032,9.025202942,9.895571136,10.10906143,-1.988715172,11.5414772,-3.855160522,-4.511432266,-4.737732697,-4.226303101,-4.275811005,-5.598807526,-6.25797081,10.5852005,10.48641281,-10.96617661,7.801593018,4.887972641,10.7437355,11.50522995,10.46975479,11.5383934,9.368692017,12.44769211,7.76776886,-10.49392319,8.179110718,7.474196625,-4.129349899,6.33181839,-2.053030014,9.150193787,-5.944658279,-16.89998779,-0.187796295,-14.51008606,8.117162323,10.80037613,-7.91262207,7.35660553,7.805451202,10.61238937,12.42773895,2.323828316,7.673370361,13.19988403,12.6617569,11.69916382,10.33187408,12.39004211,-12.38990936,-10.45096512,11.74574966,11.57519913,0.359461856,-11.98286667,8.828775024,7.610772705,11.31125488,10.93849335,10.34780197,-3.088755798,-4.77534523,-6.133363342,-14.12075958,9.746962738,12.85604706,9.288026428,7.507854462,-4.066753769,-5.221748352,9.114732361,-11.75095444,-2.373403358,-5.300817108,10.73315125
Y LM62 L Most mesial point in hypoglossal foramen,-11.39561996,-11.82357788,-10.86128159,-6.485068512,-13.53340912,-19.86500397,-13.88095093,-5.337072754,-6.309956741,-11.93452377,-5.883335495,-13.76700287,-6.464859009,-6.638808441,-10.87073669,-12.29090652,-11.56093979,-11.02619095,-13.76083832,-12.1155632,-13.89057922,-5.641226959,-6.060415649,-4.82978096,-4.587870407,-11.31414948,-13.54921875,-5.439404297,-10.30900116,-11.89992294,-7.001718903,-11.15630569,-10.52472076,-20.56722717,-6.069750595,-9.947683716,-10.68546829,-9.967744446,-14.10243988,-11.17452774,-20.37716675,-5.880089188,-5.5933815,-5.372802734,-5.48784256,-5.35182724,-4.396030045,-9.500550842,-8.377701569,-6.724060822,-3.397680664,-3.268344498,-8.151609039,-8.915559387,-8.686709595,-9.40811615,-3.16975956,-9.504961395,-3.162684822,-5.834164047,-3.767781067,-16.65332336,-2.496140862,-2.678441238,-14.82241974,-11.20768661,-6.538758087,-11.96933441,-23.10934296,-5.649476242,-3.615363693,-8.61370697,-9.817053223,-3.714558029,-3.985953903,-8.392506409,-9.716175842,-11.46871796,-2.003447342,-8.111489868,-8.57396698,-9.555918884,-9.526425934,-9.910289764,-7.176131439,-6.549854279,-9.001734924,-8.223451233,-7.261584473,-7.564872742,-3.963013458,-3.444902039,-8.793149567,-8.506578064,-9.58764801,-5.593323135,-5.757932663,-4.891667175,-5.659521484,-14.39978027,-9.175072479,-11.37664108,-4.734018707,-6.696945953,-6.677532959,-11.49183273,-2.671886444,0.432980776,-5.433184052,-11.23306427
Z LM62 L Most mesial point in hypoglossal foramen,-6.943956757,-6.237127686,-7.825167084,-14.91044617,-3.151107407,-7.958995819,-0.969340229,-16.68132782,-17.48019257,-6.674920654,-16.17519226,-2.036500549,-15.26229858,-15.4386795,-7.376988983,-5.84398613,-5.949649048,-7.514884186,-1.028206539,-5.210144043,-1.460860157,-15.49419556,-15.00351715,-17.91843109,-17.78035889,-5.842108917,-0.954917717,-14.98947754,-7.80174942,-5.979428864,-14.799646,-6.810733032,-8.129880524,-7.239720154,-16.72310333,-8.680826569,-6.825823975,-8.833581543,-1.020383549,-7.036914825,-6.447032928,-15.44188385,-15.77467499,-16.3352356,-16.19620972,-16.10658112,-17.16205902,-8.857276917,-10.64873428,-8.17712326,-11.31390686,-12.05979004,-9.075557709,-8.789971161,-9.539195251,-8.727309418,-12.60809631,-8.250317383,-12.14828186,-8.692578888,-13.47462463,-12.91619568,-19.08729553,-12.32326202,1.143732738,-7.192053986,-14.34172516,-22.60341187,-6.860433197,-9.118505096,-10.36809311,-8.649402618,-19.08893738,-10.50468826,-10.15928268,-9.359227753,-7.805501556,-6.64650116,-10.69263306,-9.905873108,-10.66688156,-8.736972046,-8.315499878,-8.219152832,-7.30006485,-8.418572235,-8.724061584,-9.467618561,-23.43128815,-7.106951141,-12.28050003,-11.84973984,-10.03004532,-9.674362946,-8.922254181,-15.4978241,-16.88591309,-16.62415009,-9.138489532,-14.82467651,-8.519045258,-7.609500122,-9.602590179,-15.0624588,-14.60881348,-6.803675079,-10.15910645,-14.93921051,-16.62451477,-7.325179291
X LM61 R Most mesial point in hypoglossal foramen,5.381526184,5.904595947,4.957775116,-4.599410629,-7.832137299,-1.741277695,-5.532331467,-4.409947205,-4.376444626,6.267116165,-6.049332047,-5.389973831,-4.092720795,-4.837078476,6.005744553,6.532736206,6.370375061,6.33762207,-5.095951843,6.824022675,-4.885332489,-4.875949097,-5.580461502,-5.471870422,-5.32779541,6.009878922,-5.156166458,-6.216020584,5.032770538,5.33264122,-4.714868927,5.629628754,7.369052124,-3.004359818,-6.859772491,5.078806305,6.39484787,6.253506088,-6.022328186,7.604680634,-1.284418964,-4.897763443,-5.165346909,-4.591023636,-4.646826172,-6.027498627,-6.563188934,7.844812012,7.751737213,-11.15009613,8.145582581,5.17977562,8.500414276,9.051780701,7.982453918,8.438642883,9.337657928,9.719139862,7.772525787,-10.62006454,8.925704956,9.605890656,-1.479423428,6.577484131,-6.215322876,5.540461349,-6.817679596,-16.30774841,-2.75634079,-14.45557556,8.335797119,8.758076477,-7.778233337,7.039904785,7.518915558,8.094173431,9.725481415,-0.278754854,8.316368866,10.74797974,10.24886017,9.17334671,8.032542419,9.252088928,-12.62412796,-10.31924133,9.154892731,9.140235901,-2.149326134,-12.48345566,9.016757202,7.933513641,8.932499695,8.209363556,7.652068329,-3.848379898,-4.922319412,-6.17594223,-14.02054138,9.73097229,10.40906372,5.411968231,7.451225281,-4.841404724,-5.831942749,5.339846039,-7.910079956,1.846500969,-5.353652573,6.621810913
Y LM61 R Most mesial point in hypoglossal foramen,-11.52724609,-11.9577919,-10.95627441,-4.435735703,-13.49248352,-17.36064148,-14.09008789,-3.116151428,-3.01903801,-12.1321785,-3.778087997,-13.85333405,-4.446298981,-4.483126068,-11.11391602,-12.4308403,-11.71546326,-11.26500168,-13.55016937,-12.41087875,-14.32430725,-3.511267471,-3.971398163,-2.798607445,-2.371967125,-11.58480377,-13.65193329,-3.386287689,-10.35226364,-12.17604752,-4.843946838,-11.45647354,-10.89942398,-18.24257813,-4.196957779,-10.05725174,-11.29554825,-10.18073273,-14.1712204,-11.5193924,-17.50323792,-3.517971039,-3.314598083,-3.419852448,-3.496873474,-3.316753769,-2.264136887,-11.08161011,-9.99276123,-4.531111145,-5.47750206,-5.125725937,-9.945695496,-10.40410995,-10.13012924,-10.80260925,-5.313988876,-11.20546799,-5.050256348,-3.900503922,-5.295515442,-13.58184662,-1.239228725,-4.706422043,-14.93419952,-11.42887497,-4.558680725,-9.362702942,-21.01707764,-3.883294296,-5.326810074,-10.21802902,-13.13735809,-5.924305725,-6.009677124,-9.83667984,-11.16177521,-13.44356689,-4.488334274,-8.916156769,-10.20344696,-11.02748566,-10.73599091,-11.40051727,-5.145995712,-4.589403915,-10.43707199,-9.514017487,-9.337923431,-5.863975143,-5.067973328,-5.274464798,-10.2308815,-10.07177429,-10.8649025,-3.284431458,-3.728256226,-2.950431633,-3.614004517,-10.58680344,-10.75751495,-11.59044037,-6.584919739,-4.740267944,-4.376428604,-11.51792679,-3.061551666,-0.21123457,-3.387047577,-11.52204285
